# {"t_start": 1574930185.7478445, "env_id": "Walker2d-v2"} 
r,l,t
433.745253,169,422.260749
474.953357,205,424.485652
450.285645,187,424.75158
497.215466,223,425.069123
447.636509,189,425.33848
449.647677,203,425.627852
762.519796,336,426.106212
427.384375,188,426.373569
434.66791,180,426.629966
477.192333,227,426.954181
482.294556,198,427.236361
476.774399,205,429.436199
444.991158,185,429.698699
493.557437,203,429.986866
793.140706,294,430.405699
428.974918,186,430.671074
418.365079,185,430.9355
491.673055,198,431.218009
508.988616,224,431.537422
346.532838,145,431.744306
436.03576,183,432.005978
449.791174,186,434.156485
425.31222,187,434.421223
428.661262,190,434.690459
476.010184,211,434.989935
420.46618,185,435.252414
411.52792,180,435.507391
527.817966,235,435.84067
487.199698,217,436.14832
715.360418,269,436.529854
484.693912,213,436.832582
442.97131,207,439.03139
443.007791,202,439.318906
481.001832,209,439.616125
391.1031,174,439.863306
513.612997,236,440.200115
537.446811,238,440.539925
427.273151,201,440.825954
510.54918,224,441.144877
515.474925,220,441.45803
396.577104,170,443.629154
483.890504,221,443.945073
688.493427,297,444.365604
831.583681,353,444.866954
454.507923,208,445.162358
526.349216,204,445.451804
493.082478,208,445.747195
585.19877,237,446.083565
554.681339,220,446.394662
768.590859,303,448.730814
415.229631,165,448.963713
430.630581,184,449.224369
472.929111,229,449.549943
497.806747,230,449.876612
420.325433,330,450.344638
401.927392,175,450.592573
425.713242,190,450.862839
445.200264,206,451.155222
419.279104,198,453.383889
429.933498,181,453.641715
544.027551,234,453.973934
436.573958,195,454.250604
472.150608,227,454.573429
405.462893,180,454.828049
326.771877,140,455.025561
468.004346,224,455.34244
526.755212,211,455.640704
400.413629,173,455.885157
458.882752,178,456.136458
514.895371,225,458.451226
628.964933,247,458.801528
440.565256,197,459.081429
820.769571,334,459.555187
501.846044,214,459.860173
443.849426,191,460.131387
510.252038,206,460.423995
587.980758,244,460.771672
635.286296,246,463.023269
542.953862,223,463.346628
379.237988,170,463.591084
453.477797,215,463.897106
521.967825,231,464.225499
566.223415,225,464.546904
625.492575,279,464.944555
459.020318,205,465.236657
451.986505,203,465.526274
478.269958,204,465.817548
382.514146,170,467.962658
489.671645,224,468.281929
1018.73398,471,468.953654
479.28065,205,469.245802
582.558898,257,469.612974
504.803748,212,469.915461
441.347672,214,470.221202
465.946277,189,470.490918
531.29256,207,472.836617
551.111822,229,473.172266
471.20258,196,473.451493
474.994889,197,473.737082
515.359932,201,474.023376
552.093175,258,474.391045
528.413957,219,474.703915
458.885845,200,474.989639
473.595913,183,475.251176
473.580284,199,475.535482
382.787595,171,477.831089
628.592054,254,478.193909
464.87839,201,478.480207
666.9377,272,478.867721
474.256115,205,479.159636
453.608861,212,479.463007
436.070318,174,479.71026
220.72587,107,479.862303
667.523811,254,480.223717
590.190063,237,480.561527
465.301814,205,482.758916
441.546055,216,483.065728
639.58514,261,483.436458
443.50494,185,483.699852
520.041235,263,484.079907
777.820006,301,484.509461
650.246691,255,484.872359
412.186584,186,485.13815
366.870934,165,485.373434
407.002685,182,487.598732
558.348403,237,487.935351
656.939782,270,488.320435
791.044339,339,488.804021
496.762329,206,489.098549
530.131751,203,489.387453
331.956944,148,489.598343
476.658097,199,489.882328
515.784705,212,490.185656
451.486593,200,492.394842
385.251527,147,492.604209
357.636071,155,492.825006
436.550164,186,493.09172
470.56712,205,493.384606
441.429098,191,493.657338
399.06897,175,493.907039
417.394125,182,494.167395
802.982682,358,494.683908
600.432902,233,495.01649
647.968046,260,497.504192
672.617226,276,497.897266
425.615979,193,498.171217
464.442199,222,498.488646
477.783893,196,498.768187
655.414634,277,499.163028
416.453171,171,499.409483
459.407522,174,499.657643
545.569007,244,500.005789
487.856598,220,502.233343
674.035603,271,502.621827
412.561368,176,502.87256
490.567154,204,503.163785
477.146301,208,503.460331
575.689724,260,503.829764
481.398913,202,504.117599
592.477578,241,504.46187
654.649731,265,504.845072
476.024505,216,505.153208
454.270729,185,507.319392
540.76537,272,507.704992
526.596997,199,507.987666
460.185463,196,508.267037
608.694157,223,508.583271
503.264935,238,508.922343
477.316057,219,509.235034
574.475373,221,509.550961
547.081812,226,509.87307
729.272101,299,512.204157
425.820771,184,512.466401
559.054664,235,512.800511
552.374829,241,513.145461
576.04924,257,513.512689
922.959371,352,514.01281
469.301124,193,514.287255
536.946127,207,514.582435
529.431916,206,516.835407
458.720561,179,517.082943
506.143164,230,517.403769
592.931133,244,517.741787
885.576542,321,518.188728
378.278844,140,518.382179
674.074307,288,518.785247
451.437646,186,519.044391
616.836169,245,519.386743
677.976592,260,521.656062
576.615172,348,522.152595
540.810203,225,522.473599
517.771579,226,522.794369
431.49304,182,523.053798
463.320763,216,523.36341
783.22179,317,523.815849
614.080173,250,524.168722
303.230491,137,524.363078
593.059486,223,526.579103
574.38607,226,526.894325
343.355447,137,527.084981
845.774903,333,527.549775
510.264596,200,527.828817
567.712587,209,528.120009
711.444258,324,528.571737
551.988882,221,528.880186
642.549592,268,531.147399
1290.242864,467,531.798095
410.996686,164,532.025664
665.456905,302,532.446944
626.31937,254,532.799967
702.281141,287,533.198447
593.77457,250,533.54775
832.271044,337,535.923629
730.417771,328,536.390073
1040.431633,402,536.95858
670.939598,249,537.311648
688.435915,271,537.696369
515.432937,213,537.998721
615.315508,286,538.404919
455.193199,187,538.670238
326.64674,141,540.781494
711.678759,271,541.166929
577.172323,210,541.464605
535.508087,220,541.777138
490.009092,195,542.054446
808.825995,357,542.563705
547.430439,256,542.92862
483.673225,200,543.213874
667.0578,260,545.488547
688.519383,236,545.827651
756.603087,283,546.236149
376.346893,155,546.457388
826.260066,320,546.913411
420.329686,182,547.173193
494.704185,227,547.497556
511.254216,212,547.800391
560.695423,234,548.135365
438.984152,188,548.404435
672.218111,301,550.735264
344.072361,146,550.942221
417.811037,173,551.188166
738.421487,326,551.652122
617.547014,235,551.986509
416.684095,158,552.211445
688.440101,267,552.590275
430.544919,178,552.844344
811.123677,310,555.185007
520.542711,200,555.472049
775.617472,316,555.920923
730.787028,281,556.32443
435.783828,177,556.577856
463.554854,210,556.876996
709.047147,295,557.297515
746.07095,295,557.718238
2023.546898,771,560.720527
699.865587,271,561.10702
619.922243,265,561.485065
487.823918,201,561.77108
494.295603,180,562.026848
538.330484,269,562.410567
726.376472,341,564.81502
911.102415,404,565.408349
596.991703,244,565.75437
532.336621,238,566.093383
1365.911352,527,566.848478
456.493494,218,567.159458
498.152847,205,567.451386
576.255531,284,569.776336
629.770292,237,570.111539
841.163911,375,570.644888
369.603644,184,570.907316
740.053186,287,571.315514
701.788955,288,571.724601
553.714175,253,572.085904
328.069732,136,572.278904
837.261963,427,574.816048
641.803044,258,575.182503
725.255828,299,575.607328
613.680791,294,576.025773
1029.607887,400,576.594315
423.026712,172,576.840807
496.490611,211,577.145621
600.544033,227,579.371488
520.162058,233,579.706164
1305.306298,503,580.422914
627.619949,241,580.766594
910.507041,378,581.305704
979.071131,463,581.965785
501.657576,211,584.168898
528.719859,208,584.467037
641.169772,297,584.890487
786.673658,336,585.368356
377.029456,253,585.729569
648.116651,263,586.105132
522.734553,204,586.395824
570.877657,238,586.734452
469.427717,182,586.993878
507.46379,198,589.190097
1051.164235,406,589.76465
982.519246,432,590.378884
714.964377,448,591.016753
752.938707,301,591.446012
1370.046434,556,594.149316
620.926566,245,594.496349
858.665214,328,594.961933
859.769113,332,595.43311
644.60129,246,595.78302
1037.860321,427,596.388408
1111.373319,493,599.044564
665.094988,256,599.408137
389.283891,155,599.627936
732.933,289,600.038836
370.140592,157,600.261992
1190.939263,481,600.94571
1110.608986,435,601.563995
657.952742,253,603.821442
507.484965,190,604.090289
713.16909,276,604.481709
709.142094,266,604.858863
862.947939,332,605.330175
490.442734,184,605.590987
422.044025,186,605.855035
872.959894,389,608.306896
621.074392,255,608.668479
756.644546,289,609.078841
739.26843,388,609.630901
1055.29557,373,610.161415
962.749891,331,610.631184
660.460557,277,611.024848
1196.693994,442,613.558205
1030.639428,402,614.12873
1881.862501,797,615.259668
1167.463973,510,615.984668
989.913814,405,618.462793
885.531951,351,618.962382
989.84078,377,619.49779
625.438796,249,619.851228
935.993389,378,620.389481
453.870563,193,620.66396
410.867417,155,622.822445
492.183892,192,623.09602
1202.817606,452,623.738133
680.835763,259,624.105873
651.90772,283,624.508599
813.739797,353,625.010831
835.336247,317,625.4616
2367.201259,1000,628.781496
327.357948,154,629.000247
1038.634596,425,629.60448
571.197074,235,629.938075
1104.786353,413,632.430256
2296.716242,1000,633.853012
753.518636,307,634.288616
1051.915547,423,634.888576
1282.487884,438,637.421764
812.5225,315,637.867241
2134.759333,837,639.054907
679.836161,276,639.446472
764.945335,300,639.872178
689.794741,248,642.115651
758.401632,299,642.538939
660.072318,272,642.924159
889.877529,341,643.407669
649.374077,275,643.797734
614.64764,245,644.146075
741.223305,272,644.531459
951.761781,341,646.914021
468.389697,176,647.16342
269.778186,141,647.363962
1189.064729,481,648.04671
751.181666,311,648.489448
613.623351,237,648.82545
720.683585,289,649.24808
758.868472,316,649.697888
1953.044057,887,652.877074
878.842754,333,653.349729
929.350921,349,653.845123
1618.435268,702,656.735219
1300.844594,511,657.458627
1051.296094,399,658.024232
704.261766,250,658.378242
1411.034809,570,659.187357
898.989517,369,661.608988
729.364036,272,661.993659
1442.399736,616,662.868746
920.859175,361,663.380644
985.207322,432,663.993762
758.799133,302,666.357498
1833.762433,703,667.351543
689.099333,261,667.720621
671.048114,273,668.107679
592.500216,243,668.452091
1047.01553,426,670.981666
989.07284,386,671.530888
693.133916,315,671.978182
2113.28042,791,673.098669
878.901672,346,673.589319
1713.592349,665,676.476666
1501.826915,586,677.308429
564.211442,223,677.62525
626.219125,262,677.997984
1710.675554,626,680.798271
1243.741024,460,681.449183
603.908251,238,681.786478
1645.835651,600,682.636651
592.310585,237,682.971766
796.529697,283,683.373392
762.852704,294,685.708065
821.194897,302,686.136724
1544.156818,592,686.97785
669.144996,281,687.376777
1309.015579,509,688.100135
695.723163,282,690.421913
1323.101537,529,691.171504
1771.718292,651,692.095382
471.331817,196,692.373508
1053.975687,391,692.927957
709.668945,260,695.197739
1375.251943,477,695.870515
1081.94021,383,696.411431
1093.972498,406,696.985704
670.205612,236,697.320018
799.727919,292,697.733891
1166.758896,497,700.395724
990.616798,364,700.919167
927.929874,379,701.458966
784.021931,308,701.897933
958.657461,335,702.375569
736.750339,257,702.741618
765.132902,322,705.106128
695.157968,256,705.468951
945.272671,348,705.961344
697.28039,271,706.34614
1368.66176,468,707.007697
677.173862,256,707.370654
1174.253481,433,709.884888
1087.027363,410,710.464882
885.559731,358,710.977203
702.057653,279,711.372526
691.464549,255,711.733677
1165.815597,435,712.349618
1076.716878,412,714.827101
1414.503102,524,715.570074
843.673902,308,716.006144
814.872879,299,716.429657
1861.484176,717,719.346887
1276.998962,478,720.022563
911.385557,327,720.484579
704.833173,259,720.851022
1341.946548,496,721.55765
618.228372,243,721.902302
2223.683619,842,724.997278
646.293866,262,725.369314
1146.978949,433,725.982238
458.842848,162,726.211656
1096.186268,482,728.795814
802.322523,292,729.210825
1146.395191,446,729.846214
2187.527809,845,731.04947
630.795756,273,731.440681
1348.942466,475,734.039063
1919.958389,653,734.962191
1072.40132,387,735.509101
651.901129,260,735.877059
1884.677836,696,738.763114
1192.917898,417,739.353807
1650.948265,575,740.169979
1449.956761,516,740.903074
942.445366,386,743.373768
858.489713,317,743.823576
706.343752,265,744.200127
979.160837,362,744.716096
884.730669,391,745.272862
1693.909581,606,748.082511
1192.408991,477,748.764916
1137.177014,447,749.400604
945.732104,355,749.906618
683.007959,273,750.295046
653.758161,238,750.634397
576.014905,255,752.930226
873.550617,343,753.420314
1200.063469,427,754.028852
1012.10527,358,754.538103
1748.68202,663,755.47949
696.319684,273,757.774729
1232.558669,444,758.407437
694.583768,276,758.800454
793.090304,307,759.236329
2015.826272,760,760.317372
1253.353025,469,762.90449
1575.267055,566,763.709612
826.524297,325,764.172287
847.513191,310,764.613538
1290.20424,485,765.304132
1624.626166,602,768.076504
832.801221,318,768.529711
621.259893,254,768.891388
1249.081193,449,769.530653
1907.487011,678,772.402462
966.683278,374,772.941795
1008.407348,439,773.569027
703.176154,271,773.95634
1057.841668,350,774.453767
1094.455514,394,775.015365
1049.5868,376,777.521545
1549.294137,522,778.26251
723.760091,294,778.681832
1018.941697,410,779.266294
1091.789073,428,779.876212
1073.320487,396,782.347058
1233.977353,466,783.013425
592.171887,222,783.331262
1678.018115,620,784.213536
1134.037371,432,784.833019
809.631058,320,787.203094
1214.705931,399,787.76985
939.765915,340,788.25225
715.641998,310,788.694594
710.435798,258,789.061737
1269.926672,457,791.628551
1015.626417,359,792.140666
769.43138,300,792.567074
1013.520129,395,793.128845
964.760583,387,793.684578
804.612861,313,794.13063
1462.664872,585,796.876452
413.594744,145,797.081382
1526.351898,578,797.902663
1212.947402,451,798.54405
757.567955,274,798.933163
742.654234,336,801.327593
1698.095058,602,802.183918
686.888466,260,802.554197
1532.690425,560,803.351853
916.53644,345,803.847788
1103.692638,397,806.342601
1292.236721,474,807.016942
854.570295,311,807.460035
1370.056011,512,808.190333
2220.255651,778,811.215859
1301.002055,440,811.840286
749.488524,284,812.244878
883.892744,382,812.789423
2191.640073,832,815.93182
1431.685196,495,816.632458
814.82796,313,817.076156
715.304398,259,817.443387
709.838226,241,817.785167
764.990978,307,818.220771
955.004458,351,820.642066
1930.639834,763,821.724864
740.837467,300,822.152158
981.544689,323,822.611869
702.934911,253,822.97068
985.289797,388,823.522847
682.151582,300,825.895023
1859.886195,731,826.933851
773.770221,290,827.346385
1732.144876,605,828.20714
1108.514833,366,830.66487
1288.192788,478,831.344174
919.724516,360,831.856005
806.055374,320,832.311383
1453.349274,526,833.05825
1418.527426,501,835.697822
591.026145,209,835.99302
1222.363485,446,836.624085
722.200992,282,837.023129
1056.939596,344,837.509893
456.64821,157,837.732268
794.152577,327,840.121178
1029.3638,403,840.691117
1289.13439,476,841.366313
576.297825,200,841.649728
812.142434,292,842.064236
782.854301,320,842.518882
896.658054,310,844.882937
1046.227564,401,845.451941
895.123491,363,845.967211
972.715853,359,846.475871
710.206651,261,846.845019
746.581406,267,847.223135
1161.048889,404,849.700544
866.161709,317,850.149578
1119.488721,378,850.683096
1407.869574,501,851.392774
820.25754,322,851.848741
786.362949,288,852.256863
767.429545,259,854.530596
928.678027,355,855.03195
972.464755,346,855.524876
870.902569,332,855.995543
1703.19544,578,856.812786
1008.116041,370,857.337409
1011.525444,381,859.784069
900.048142,357,860.290036
982.280168,372,860.817127
1378.424551,497,861.520424
871.871389,307,861.95456
1021.017394,351,864.363808
667.175162,248,864.713552
949.31336,354,865.214981
1089.797956,363,865.729083
783.602173,280,866.126005
783.959716,288,866.533911
1058.799845,385,868.98768
1188.906109,409,869.565382
684.339363,266,869.942471
1071.164836,442,870.570212
1104.218531,398,871.134652
857.523606,318,871.587456
702.516746,263,873.870223
1650.749349,589,874.70882
1722.71099,582,875.528876
1094.591322,398,876.092101
588.398371,222,876.403423
857.672776,313,878.749421
1102.71318,412,879.333541
1064.609468,443,879.962593
1231.096944,416,880.553286
1665.994172,596,881.398836
625.122872,221,883.621687
1109.983089,396,884.182019
846.923068,314,884.626784
931.958836,339,885.108144
1023.740455,377,885.64347
868.426279,314,886.091678
1005.354769,350,888.547042
699.757288,302,888.976164
795.062336,300,889.402047
705.352391,261,889.771879
1157.615567,415,890.360486
1131.65283,417,890.955352
882.666021,323,893.342509
1014.266864,368,893.871338
631.643128,241,894.216428
837.054419,333,894.696311
752.247576,276,895.093237
839.781472,350,895.596147
1134.733979,408,898.114917
843.31966,296,898.535266
832.161812,346,899.032662
931.17892,344,899.522775
858.486844,322,899.983033
982.669727,354,900.492652
887.29433,306,902.856869
1492.447102,637,903.769981
871.356384,384,904.321484
1326.012167,486,905.017272
1440.378548,521,907.729038
860.843013,318,908.184231
1205.297259,489,908.884172
1187.913498,411,909.472383
2171.293055,786,912.49551
1909.874772,681,913.463429
1287.376404,482,914.148439
929.246347,358,914.65693
1279.799937,502,915.371204
959.158189,340,917.752812
1076.134735,376,918.287256
1179.541833,434,918.905782
1366.570885,557,919.698709
948.009724,350,920.196832
1019.647188,372,922.661706
96.869463,60,922.746442
605.949776,254,923.1064
699.206611,252,923.462761
1092.528503,372,923.989843
1259.903145,442,924.61569
760.028029,281,925.013496
1229.165753,440,927.80213
1771.957195,613,928.67105
957.158994,339,929.15212
798.353411,346,929.644
925.886433,326,932.002489
1577.47229,523,932.746008
1426.85165,546,933.522544
580.099684,210,933.820576
1304.594483,462,934.477324
911.16371,336,936.856169
1072.199572,387,937.40402
1151.737543,521,938.146406
1001.122712,359,938.652313
846.938896,328,939.115933
1826.33803,623,942.177195
1080.515944,417,942.769904
2546.86812,1000,944.189672
1697.784225,587,947.174411
746.28433,265,947.598725
1460.382754,492,948.310176
1076.836654,347,948.80668
680.979074,245,949.153996
955.247394,333,949.626921
762.522762,268,951.916097
1208.099924,443,952.543498
1615.103053,593,953.383246
969.637444,339,953.863582
914.762598,312,954.305029
1110.61627,420,956.801845
1078.062284,386,957.348931
866.461284,296,957.769858
1110.4404,384,958.317565
794.85626,304,958.748967
2051.573106,731,961.686994
1056.356121,360,962.19595
641.970654,239,962.533548
1336.074948,449,963.168074
1150.252584,391,963.721231
1479.488133,537,966.377437
868.214185,310,966.812887
930.862961,338,967.290114
1014.765254,388,967.838863
896.227774,328,968.301944
941.065233,358,968.812575
1831.61245,611,971.592119
997.003814,328,972.056259
683.2154,240,972.395341
783.538031,322,972.851927
1497.870214,519,973.586519
900.08353,311,975.925108
674.289799,253,976.284236
349.735317,138,976.479558
1702.823807,612,977.343867
2427.254938,828,978.515228
819.813295,287,980.989738
706.758121,258,981.354945
1405.001358,494,982.05466
2823.810678,1000,983.475644
1678.076431,595,986.35612
645.451807,240,986.696558
612.945163,212,986.997964
1841.675985,708,988.0058
1327.248351,481,990.607126
995.292176,337,991.09033
763.783445,292,991.504542
1210.296905,471,992.173936
2292.820305,839,993.365294
928.933076,317,995.777425
2554.106555,1000,997.194978
560.194095,235,997.52827
1084.078462,392,998.084374
1332.788086,401,1000.56325
2588.307351,905,1001.848669
710.595413,261,1002.219741
1282.854663,466,1002.882246
865.58695,319,1005.246823
1442.985583,497,1005.949971
1703.139357,626,1006.836622
1584.219571,568,1007.642002
920.834169,339,1010.032524
1194.746995,412,1010.618267
772.895029,260,1010.987215
1360.58506,450,1011.626589
919.132386,317,1012.076867
1192.062842,436,1012.695464
1641.998314,563,1015.403321
1123.686561,416,1015.991823
1096.229237,383,1016.535208
2126.177951,721,1017.560004
823.534627,284,1019.887061
552.495621,207,1020.18491
2690.932777,913,1021.484386
904.33557,288,1021.896721
584.924034,246,1022.250434
1873.134345,683,1025.120827
892.861457,304,1025.552161
877.709376,307,1025.988384
1632.978527,558,1026.780333
1194.19915,454,1029.324288
1230.743106,417,1029.916225
745.963048,277,1030.310493
1964.925864,650,1031.239327
1336.36701,509,1031.963307
968.172728,345,1034.35207
1317.595669,474,1035.024293
1033.438225,368,1035.546775
1594.3929,563,1036.345811
1341.201435,484,1038.931065
760.212595,272,1039.318023
1221.592661,476,1039.994497
1146.171401,428,1040.601609
1704.706095,605,1041.465714
977.677756,352,1043.919169
952.890163,336,1044.395934
2169.64578,744,1045.453187
1013.124047,398,1046.020177
1498.688546,624,1048.809364
2768.594183,1000,1050.225198
2154.181822,747,1051.291283
1129.860586,377,1053.725329
1221.328023,399,1054.28993
1032.575445,338,1054.768256
1695.453422,686,1055.738294
1568.301423,557,1058.464963
958.820261,393,1059.021975
2793.882404,1000,1060.438582
1768.590434,622,1063.229978
1240.43512,462,1063.880996
1600.859435,555,1064.664377
2706.315952,941,1067.886471
1924.695608,635,1068.783069
517.309424,231,1069.111355
1674.210183,578,1069.930237
1050.474211,395,1070.49167
1259.039548,456,1073.075872
1418.532417,537,1073.836497
943.271413,313,1074.278796
1307.909472,437,1074.898203
1328.130173,464,1077.445418
1693.143891,594,1078.28622
1960.081986,633,1079.183723
1158.215856,405,1079.756909
2745.084903,1000,1083.148064
1046.990319,352,1083.647436
839.517893,348,1084.141706
653.048551,243,1084.487135
1485.338281,530,1087.224383
1300.787066,426,1087.827895
1138.411973,378,1088.365482
2855.101728,1000,1089.786955
855.260794,294,1092.105616
959.809879,334,1092.584024
1289.401902,428,1093.194884
1304.468857,463,1093.856163
1503.992028,474,1094.528296
821.470007,307,1096.945106
2155.616239,751,1098.011354
1105.275837,387,1098.560347
1628.722788,568,1099.368593
1467.643612,515,1101.998105
2371.830989,797,1103.135103
981.882923,343,1103.622718
1462.637155,499,1104.330886
2622.649533,1000,1107.653785
1304.221386,464,1108.313918
267.249294,131,1108.501009
2088.576568,637,1111.308739
1011.677525,372,1111.836869
856.710807,291,1112.25019
666.798536,251,1112.606741
2052.230579,695,1113.601172
1337.369162,484,1116.201482
1583.066507,541,1116.967024
2071.679169,713,1117.978625
780.348561,272,1118.364545
1478.637338,472,1120.947201
964.198615,326,1121.416123
576.16779,241,1121.761699
941.85421,351,1122.26179
2655.361362,1000,1123.690551
3011.21963,1000,1127.016908
505.824585,165,1127.250791
1310.212416,457,1127.89996
1066.986442,397,1128.466008
881.877349,308,1130.807465
802.853457,259,1131.174842
3036.13448,1000,1132.595677
1186.26111,407,1133.17463
2071.646108,732,1136.115855
1591.087694,531,1136.870012
1550.575118,517,1137.605849
2889.90814,1000,1140.941455
755.433607,261,1141.311666
600.471003,237,1141.648499
893.302841,327,1142.114235
1471.402173,494,1142.816293
896.130302,327,1145.200238
1395.99561,465,1145.859547
1577.59946,507,1146.579736
1185.578281,429,1147.190007
1432.24216,488,1147.885419
1345.814979,477,1150.464499
1159.335458,404,1151.03704
802.722436,314,1151.483356
2909.878285,1000,1154.856483
2887.910807,1000,1156.277798
2585.379057,882,1157.529851
1663.470005,583,1160.247618
1562.69506,532,1161.002066
2309.395464,826,1162.175573
1148.819811,396,1164.637715
998.601326,353,1165.139638
1209.547927,440,1165.765742
1694.578611,574,1166.581903
2896.466306,1000,1170.078608
2716.489854,914,1171.373766
1477.613867,476,1172.049114
3051.424684,1000,1175.400702
2782.36794,1000,1176.81153
