# {"t_start": 1574930205.0712144, "env_id": "Walker2d-v2"} 
r,l,t
43.220774,60,69.83291
12.038633,42,69.894556
0.418597,20,69.923987
5.917978,26,69.962448
5.326553,78,70.077139
32.571679,37,70.131166
7.054211,37,70.185401
0.86408,24,70.220726
309.91719,219,70.542227
2.654321,15,70.564591
17.618056,30,70.608746
59.404765,81,70.727509
92.703453,147,70.943587
14.085756,42,71.005138
17.928327,36,71.056834
62.747833,77,71.166461
43.230554,77,71.275619
25.019312,30,71.318384
32.181209,46,71.383437
19.354242,30,71.425783
19.783408,35,71.475886
65.433205,93,71.607683
16.746684,33,71.654489
43.514686,80,71.767748
25.401518,66,71.862066
46.247783,59,71.945498
-1.878439,15,71.966811
43.401961,60,72.051724
17.608882,57,73.945514
25.737877,44,74.007654
12.831155,73,74.114784
29.810849,60,74.203722
15.131738,40,74.263302
238.136385,184,74.535916
5.107712,21,74.566874
79.9316,107,74.723984
25.308706,62,74.81548
208.378062,144,75.027514
2.109652,12,75.045159
42.783704,77,75.158853
68.778789,75,75.269726
33.511734,47,75.339237
96.774891,125,75.523428
67.917089,74,75.63229
37.596984,72,75.739295
101.861593,139,75.939812
28.648961,40,75.996697
84.956125,97,76.13449
16.01934,32,76.180004
34.053348,76,76.287762
36.160995,64,76.378256
14.906051,25,76.413819
21.910786,67,76.509301
66.305399,127,76.690067
33.716314,61,76.777025
12.147785,25,76.812642
38.074366,91,78.751933
-1.798592,9,78.7647
63.412135,77,78.875772
67.04274,107,79.034268
23.566453,33,79.083271
175.958701,204,79.384725
58.252881,72,79.490874
11.076236,37,79.545657
164.319628,140,79.75236
17.084712,41,79.812895
105.606304,192,80.096546
134.981371,110,80.258936
23.955198,88,80.388938
53.471146,67,80.487932
10.730387,43,80.551596
216.239355,138,80.751737
101.500222,100,80.893682
66.378053,112,81.053773
57.372873,100,81.195881
30.033926,55,81.273692
52.594775,76,81.38254
34.430455,62,81.470905
71.476965,210,83.632936
130.625772,111,83.79685
115.935116,257,84.177394
148.994632,113,84.344556
181.765153,141,84.553029
6.265334,27,84.592701
71.248064,182,84.861476
54.812243,209,85.169554
8.578885,23,85.203414
19.869198,70,85.306909
147.993868,146,85.522163
61.272583,116,85.687312
22.257607,43,85.748646
27.899495,52,85.822501
147.717115,105,85.971794
26.309792,78,86.082252
48.38325,73,86.18616
157.352097,118,86.353506
26.208016,62,86.441248
46.01074,79,88.379089
56.441583,73,88.485801
47.552255,128,88.676432
40.591557,128,88.866136
270.454372,142,89.076359
305.841574,227,89.412682
67.67799,194,89.699948
12.478554,49,89.772464
26.496256,44,89.837999
16.637507,38,89.894822
202.395368,119,90.071489
200.428884,122,90.250054
160.009661,141,90.450346
34.963283,81,90.56547
82.41889,137,90.76062
40.227917,96,90.89766
17.896515,36,90.949009
43.828049,72,91.051639
19.929666,134,91.242065
62.216373,85,93.201861
259.605359,176,93.47194
12.793747,44,93.539323
231.57902,213,93.855186
29.054852,50,93.92975
11.362555,47,93.99903
275.649782,185,94.272958
58.141976,82,94.394163
172.687213,102,94.545846
238.674353,165,94.790814
31.8875,101,94.940184
34.376522,52,95.016148
20.456064,36,95.067295
81.066665,125,95.245317
4.189618,22,95.276157
228.577058,152,95.49173
30.096279,87,95.61547
22.027061,115,95.779305
259.536273,157,96.002907
15.997637,49,96.072181
25.673126,79,98.020835
287.974538,191,98.306158
67.044987,152,98.531662
96.765352,104,98.686244
87.20806,173,98.94301
28.208943,134,99.141571
92.710366,216,99.460852
65.313071,80,99.578925
87.241336,166,99.82255
237.186674,161,100.052453
206.264745,138,100.24934
223.141872,137,100.444988
283.052052,220,100.759294
76.709977,107,100.912506
59.788665,113,102.906329
149.298988,138,103.112585
256.0348,175,103.371646
100.598007,172,103.626161
56.124407,131,103.8269
227.162742,147,104.046561
44.793836,82,104.167477
179.152873,119,104.344017
52.900976,68,104.444896
279.507539,195,104.728217
140.096772,81,104.842819
249.477283,162,105.073208
85.11803,77,105.183214
284.900025,174,105.431933
80.549423,96,105.568613
269.918037,193,107.681647
277.291385,193,107.970571
25.866546,44,108.035902
222.106169,171,108.289283
1.512948,11,108.30567
87.968696,94,108.445033
35.909995,72,108.551716
35.672779,99,108.698959
89.225565,117,108.872283
266.69077,172,109.127574
209.70241,191,109.409842
142.738245,95,109.54569
100.385992,144,109.751521
30.7269,79,109.863577
131.229753,206,110.156112
51.610002,66,110.250034
231.263309,148,110.460934
235.777272,121,112.47417
59.12064,83,112.598717
187.176833,156,112.829679
180.075949,168,113.077506
147.742313,103,113.229699
223.596964,171,113.483077
330.31166,234,113.829711
187.016899,109,113.993573
243.794939,165,114.241732
271.701894,203,114.531191
240.356786,133,114.720597
226.037708,132,114.909878
196.502686,118,115.078178
170.293903,121,115.25084
73.344082,76,115.359665
268.249889,170,117.453219
197.112933,247,117.820197
307.541618,191,118.104096
234.101129,146,118.320139
48.274734,102,118.471136
226.80248,141,118.680587
266.643363,167,118.928714
193.767145,208,119.224261
182.307303,106,119.375127
248.631377,146,119.583165
79.376696,127,119.764034
328.607704,232,120.094647
203.990307,118,120.263307
280.563429,190,122.397856
108.246812,144,122.611639
35.157469,45,122.678541
142.458116,188,122.956609
135.362508,250,123.327287
418.113687,305,123.779439
307.878877,196,124.059633
310.502874,217,124.371984
251.931483,144,124.580196
259.013199,171,124.825071
568.239603,539,127.459064
249.733951,151,127.683153
180.344929,104,127.836533
254.290976,160,128.07302
-0.981963,137,128.275047
200.209421,115,128.445614
240.159943,161,128.677838
214.191689,121,128.851917
295.576442,212,129.153387
205.744416,115,129.317912
241.83364,141,129.519591
310.420193,274,129.91204
338.569918,225,132.10128
243.490461,137,132.304595
187.419961,100,132.453461
201.788671,127,132.641941
373.825246,505,133.384932
213.416272,117,133.551814
332.931241,241,133.894933
272.88673,187,134.161978
235.716157,133,134.352715
287.605166,184,134.61736
336.358799,253,136.850722
258.890857,187,137.126036
210.239051,112,137.292437
260.604227,154,137.520405
33.495746,71,137.624523
346.014781,218,137.944987
295.149072,209,138.247491
223.79645,509,138.971855
226.87802,135,139.165054
193.594771,95,139.299999
401.487584,396,141.731227
73.866933,82,141.85236
267.773542,163,142.093204
219.520681,149,142.312791
187.249328,110,142.47558
243.591537,148,142.695125
252.280457,155,142.920491
216.731086,133,143.108656
203.421108,172,143.351227
313.41964,179,143.604941
155.948817,110,143.761253
0.623776,11,143.776559
219.996774,123,143.950345
185.661473,129,144.133022
168.912755,131,144.318724
203.045285,119,146.410548
282.584495,247,146.889839
207.938647,120,147.088873
221.127305,159,147.321775
119.723184,92,147.456671
269.582215,163,147.696433
243.815457,132,147.887921
216.694535,120,148.058188
205.470941,105,148.206737
305.156381,206,148.49891
267.025177,192,148.77203
180.566605,95,148.906788
236.94535,153,149.123927
86.561241,121,149.295021
200.768261,128,151.360284
281.554115,184,151.65487
259.930962,185,151.927592
279.262486,174,152.18416
299.716141,210,152.493831
206.348263,125,152.676113
281.173994,192,152.947008
248.692659,150,153.159433
277.309518,193,153.432962
190.080931,117,153.599107
241.673965,174,153.844756
135.54871,84,153.96374
411.541273,333,156.348497
264.025372,177,156.607572
173.972687,135,156.80565
227.571712,157,157.035152
255.000578,158,157.267521
367.330205,263,157.645241
162.673154,91,157.77358
229.976872,126,157.952091
179.63234,109,158.106663
366.348133,235,158.440341
224.121043,123,158.614689
178.56674,90,158.74289
337.961801,212,159.044571
78.333151,72,159.146688
261.601827,159,161.290338
337.832744,289,161.713882
71.916548,143,161.923415
220.433535,131,162.116046
220.663878,125,162.297273
234.425817,150,162.51029
131.574341,241,162.852533
340.936838,299,163.277335
76.94353,200,163.56086
244.501378,134,163.752223
220.301787,118,163.92012
246.518649,141,165.99368
178.237845,99,166.139287
230.320176,143,166.348728
173.46819,301,166.788999
224.191621,122,166.967972
320.905955,241,167.311823
239.994391,130,167.495957
194.443895,320,167.951124
228.894625,136,168.144321
289.200474,187,168.409336
339.523701,275,168.799525
169.0042,87,170.795979
280.39887,174,171.051377
283.71404,169,171.298737
228.801855,126,171.483409
240.680094,137,171.684831
88.771304,243,172.033299
247.273353,138,172.229044
290.717801,185,172.49167
270.898806,178,172.744967
326.653317,209,173.040824
320.96194,241,173.383478
198.994365,117,173.5499
231.779673,133,175.60353
266.556196,160,175.839818
232.742879,129,176.032124
269.513563,158,176.265187
218.651229,127,176.452329
153.322254,82,176.572839
239.698081,401,177.142128
216.387345,135,177.33222
214.156856,122,177.504665
175.886057,102,177.649834
170.664078,95,177.783943
200.663141,122,177.955709
249.441134,176,178.205145
218.185374,121,178.376113
251.039949,139,180.458775
306.066763,176,180.715263
274.412494,155,180.941912
264.672439,143,181.150815
258.009255,159,181.38343
77.747031,168,181.620136
239.544924,131,181.806492
292.739208,171,182.048222
266.129447,161,182.275698
186.557193,97,182.413015
319.921268,225,182.732098
247.560644,153,182.94921
355.899492,281,185.214011
248.766418,145,185.428007
243.851439,133,185.625358
370.984468,294,186.058678
213.051376,129,186.247063
199.882856,130,186.433201
241.698077,137,186.627538
334.05865,194,186.903495
247.182432,142,187.104877
220.064783,121,187.276555
248.205281,154,187.494803
233.644305,172,187.739166
151.764785,73,187.843209
385.418033,311,190.285163
109.074084,68,190.384811
172.470377,101,190.532928
227.82788,127,190.719553
238.724209,135,190.918293
160.032121,95,191.057251
216.672926,126,191.235987
213.168706,113,191.396684
279.348261,177,191.647489
216.279462,123,191.821796
199.894201,108,191.975253
462.909995,465,192.634964
205.454222,119,192.803339
145.712044,92,192.933769
260.93177,145,195.013209
223.618453,121,195.191505
299.31828,196,195.47991
73.944112,64,195.574392
196.840578,110,195.736908
260.095236,154,195.960062
250.163545,166,196.195732
261.509269,165,196.430345
193.698536,115,196.597167
227.966166,127,196.778337
263.378429,147,196.98815
239.202561,139,197.185143
419.8731,334,197.659189
205.544943,109,197.813338
303.911969,177,199.940366
211.641308,113,200.106498
199.490863,107,200.264033
266.553955,150,200.484567
237.748366,140,200.688291
339.799,228,201.012271
155.547048,98,201.15095
231.379143,138,201.347115
218.044987,114,201.508077
258.766461,160,201.734267
237.41124,136,201.927942
207.430408,127,202.10836
224.812036,141,202.308245
176.391281,149,202.519212
357.426975,241,204.83094
223.319425,116,205.001671
189.627455,95,205.141093
306.679062,176,205.400115
281.71266,209,205.699524
14.953948,24,205.733581
271.630186,153,205.950887
196.377487,111,206.108342
221.267214,128,206.290325
128.628936,73,206.393532
236.052408,142,206.5951
237.739772,143,206.800639
159.085057,85,206.92342
202.730774,102,207.067852
329.454861,260,207.437061
314.655735,196,209.715094
280.304586,156,209.944543
214.674343,109,210.105679
282.380554,185,210.378077
153.391632,87,210.502293
214.752985,123,210.676931
258.184773,201,210.962765
245.448595,154,211.182696
392.152841,297,211.605241
191.05415,116,211.770376
264.151313,151,211.985609
207.231018,121,212.157946
225.420819,120,212.329572
175.455964,105,214.389669
246.652355,152,214.61406
218.784051,129,214.804347
204.349963,122,214.983845
305.498218,186,215.255889
196.137405,106,215.406611
247.189546,152,215.62253
213.945834,134,215.812373
234.944823,144,216.016084
268.604295,172,216.261239
239.291507,155,216.482212
159.852643,106,216.632217
270.55775,151,216.846283
202.651927,119,217.015959
229.388721,126,217.199253
205.131979,111,219.241537
306.183089,173,219.495588
416.811637,311,219.9532
198.981592,108,220.107827
203.259978,129,220.290532
264.667711,168,220.529734
270.024898,164,220.763841
201.174528,133,220.952574
226.121919,130,221.137255
225.415047,126,221.316203
213.911198,112,221.474365
148.726503,83,221.592896
141.986037,80,221.706465
132.093344,85,221.826145
216.95544,119,221.995719
258.478404,144,224.091592
271.974957,155,224.318027
280.508714,159,224.551657
247.896156,135,224.74939
234.053084,143,224.955286
203.065134,108,225.108879
305.505516,205,225.399632
335.186295,205,225.690862
170.460064,91,225.819819
237.524171,136,226.013021
256.678981,159,226.238489
249.463808,161,226.46634
169.830723,86,226.588448
288.196088,171,226.83145
214.826969,113,228.92714
213.599359,127,229.114229
202.091413,103,229.266009
248.852164,160,229.502104
346.33517,259,229.876115
210.73014,125,230.053117
210.012178,130,230.23759
194.547688,100,230.379497
211.966879,107,230.531766
213.841372,126,230.711672
198.587563,109,230.866714
312.268312,213,231.169916
273.044631,166,231.406273
245.921123,132,231.59452
230.516066,124,231.771688
336.87582,213,234.179826
226.023021,119,234.355558
265.58457,143,234.566761
205.392692,118,234.737004
264.779121,153,234.954121
126.462151,69,235.052144
274.949143,167,235.28924
210.43749,121,235.46068
195.935339,125,235.638246
242.844547,134,235.828444
178.670104,100,235.970728
146.154468,83,236.087966
269.944781,152,236.304193
303.937752,194,236.580748
210.893308,122,236.753812
280.937876,180,238.94048
247.242987,133,239.136436
208.258928,104,239.288965
278.734331,167,239.533331
304.316457,180,239.789062
266.82945,158,240.013341
258.55098,143,240.216228
191.381568,106,240.36759
240.159007,140,240.566099
401.071271,279,240.96318
244.987457,146,241.169692
259.461826,158,241.394134
215.424396,118,241.561358
318.274307,203,243.919961
212.664786,111,244.136797
263.700666,157,244.442986
168.004246,88,244.614619
155.065158,83,244.784427
286.160887,184,245.165332
185.478293,100,245.372566
279.564128,164,245.653669
193.967307,104,245.801982
248.999656,139,246.00051
184.767589,96,246.136661
336.281012,211,246.437142
280.230106,161,246.665732
88.617678,60,246.750568
209.164515,118,246.918056
200.445373,117,247.085371
179.615168,100,249.134565
263.778322,174,249.392284
317.971123,205,249.694746
307.273394,174,249.943356
317.391542,194,250.218472
263.42491,158,250.442899
289.297068,173,250.689223
297.479067,175,250.938499
211.015432,413,251.525679
266.692371,151,251.740224
52.130346,147,251.949607
248.774799,139,254.043542
259.872789,212,254.356568
221.199589,119,254.532125
251.001646,137,254.72667
288.659865,167,254.964611
375.019363,259,255.333008
294.824439,184,255.594925
162.504908,84,255.713634
254.987417,171,255.957626
206.026626,107,256.10849
278.034025,177,256.359147
223.62649,122,256.531066
269.458263,149,256.741677
196.949024,132,258.833517
309.886075,201,259.130287
415.762332,332,259.606352
307.667887,192,259.877429
158.830826,85,259.996947
300.088675,199,260.27809
327.439709,209,260.574483
336.192972,237,260.910028
167.880489,89,261.035628
275.571663,172,261.278728
264.215492,144,261.483575
217.449483,118,261.649869
262.453001,178,263.803049
182.269078,98,263.947954
271.228658,144,264.157547
213.83591,103,264.302113
275.457074,171,264.544487
176.988865,114,264.705266
355.544282,237,265.040808
249.763257,124,265.216003
270.473077,164,265.448184
233.210081,130,265.631948
300.331194,169,265.871232
245.267687,142,266.073024
195.576515,107,266.223779
323.949106,182,268.465724
285.005362,152,268.700454
341.530587,218,269.023424
246.691428,140,269.221286
263.124459,154,269.43936
205.800314,119,269.608545
357.02502,233,269.939245
193.4442,109,270.09308
302.71823,160,270.319833
207.876787,111,270.476563
216.354485,123,270.650764
192.557323,370,271.175008
388.366619,240,273.420528
305.859562,181,273.686306
252.747811,137,273.880433
273.7984,171,274.122682
369.788117,213,274.423638
331.458445,208,274.717532
263.884113,155,274.937737
263.876124,143,275.140509
246.969742,137,275.333581
287.909108,155,275.553497
122.749969,245,275.900916
163.281868,84,276.018855
270.166164,149,278.183632
255.993273,140,278.390073
317.868736,192,278.667278
265.97415,151,278.881335
258.460146,145,279.088601
319.259085,211,279.387486
269.948098,140,279.585231
270.055557,147,279.793067
293.096744,154,280.011408
297.985351,182,280.268945
208.673343,103,280.415312
259.377538,158,280.6392
288.234782,163,280.87013
184.989332,100,281.011258
80.748725,184,283.188759
243.573015,126,283.37289
210.053915,113,283.532487
309.971901,180,283.787582
252.060074,137,283.981622
354.188773,237,284.317366
244.378295,139,284.51482
273.907348,150,284.727081
169.409124,89,284.853211
272.085624,148,285.063147
206.367812,106,285.213665
246.078229,140,285.412325
242.421809,132,285.599542
253.925911,141,285.800415
198.880631,118,287.898037
240.634146,126,288.085495
258.335746,130,288.271938
274.865429,151,288.485512
278.862274,154,288.702668
218.172136,119,288.871943
295.048905,158,289.095965
173.830443,104,289.245554
325.766817,216,289.553919
369.838893,213,289.855993
254.888764,140,290.054677
193.119361,110,290.210148
266.616858,146,290.417231
321.634024,178,290.670388
342.666784,197,292.911721
285.828599,163,293.145419
45.270516,180,293.400237
404.655138,250,293.754979
282.47631,159,293.980338
197.503535,111,294.137714
281.084554,140,294.336482
261.532922,140,294.534965
256.362779,152,294.750998
191.214535,108,294.903885
365.122662,236,295.239522
220.85456,129,295.422376
265.974568,139,295.619304
502.366874,381,298.084055
254.883541,136,298.275824
267.552941,139,298.473563
239.967296,140,298.671521
274.19671,136,298.863582
233.804824,123,299.037674
330.80503,189,299.305281
250.459307,150,299.519131
299.28679,164,299.753683
293.982657,161,299.98171
378.28018,207,300.275023
285.027656,155,302.416536
215.992056,117,302.587915
288.938077,150,302.799814
322.220773,185,303.06251
324.432182,182,303.320177
355.458963,265,303.696052
229.407866,119,303.865273
306.81284,162,304.094228
224.649285,113,304.254953
311.293711,192,304.527251
289.267949,161,304.755626
252.925588,141,304.956148
385.95358,240,307.21253
308.659272,182,307.477429
229.301116,125,307.654145
222.862126,117,307.818969
334.46597,207,308.11038
218.377658,112,308.268512
318.084685,158,308.491893
345.708644,203,308.779146
267.756302,138,308.973909
69.557801,176,309.22259
360.755127,232,309.551108
374.451599,194,309.827377
291.78932,158,310.054169
233.783977,124,312.180382
352.305312,220,312.493397
327.487719,179,312.747457
250.602638,130,312.931402
304.394159,161,313.159648
324.586131,206,313.452301
172.54046,98,313.591522
284.008599,159,313.818331
363.037215,214,314.122242
298.774957,171,314.366563
366.317474,247,314.718348
234.955431,123,314.893098
297.996283,145,317.225949
300.658612,165,317.461846
217.886306,109,317.614699
278.377491,162,317.844824
313.654895,174,318.090644
245.514698,128,318.271172
295.079626,160,318.497472
267.266282,139,318.694629
317.999552,175,318.941688
332.712598,179,319.195834
349.118197,226,319.516714
231.294795,113,319.676255
209.505024,103,319.822463
247.165499,127,321.953916
311.83764,204,322.249548
290.978833,166,322.485081
306.161597,190,322.754786
259.318438,137,322.949225
263.711042,144,323.154149
248.285942,135,323.34554
232.759207,121,323.517209
347.763366,180,323.773312
326.268114,172,324.01807
262.735446,143,324.221683
254.700114,120,324.392341
299.144127,153,324.609911
222.183438,111,324.768509
257.241369,123,327.113043
273.863955,132,327.323955
354.146011,249,327.676077
307.298155,145,327.881996
257.77198,139,328.078656
181.592975,97,328.215921
244.778033,114,328.376804
337.284615,189,328.644146
268.950302,136,328.837259
312.940298,182,329.095486
201.166097,109,329.250119
195.757765,101,329.392984
308.986458,197,329.673488
229.932618,122,329.846529
314.395641,163,331.979703
243.535977,128,332.161518
253.274309,125,332.338564
267.635439,136,332.530757
341.338398,222,332.845248
368.720847,197,333.124516
312.667591,188,333.390749
243.695471,127,333.570671
292.797709,147,333.779163
258.570459,151,333.994034
200.923321,102,334.137868
250.040399,127,334.317628
295.591832,154,334.536538
223.082633,113,334.696048
345.617619,183,336.851496
253.340828,135,337.041592
442.827401,281,337.439635
284.823441,142,337.640326
355.368667,215,337.945119
203.244954,109,338.098731
298.472244,171,338.341231
327.99656,186,338.604822
253.447165,132,338.792018
336.012204,168,339.03041
243.817046,137,339.224089
258.767559,137,339.418504
296.451877,162,341.553335
511.236397,358,342.061792
305.81452,153,342.278434
344.815331,182,342.535862
305.505441,156,342.757906
311.81804,166,342.993129
341.136842,185,343.255709
241.799263,125,343.432148
264.981598,142,343.633432
271.304189,157,343.85679
237.869849,108,344.00995
570.202816,394,346.503008
301.682745,145,346.708646
242.110453,127,346.8876
202.980069,97,347.024528
308.298629,168,347.262863
279.618714,140,347.461535
317.14891,175,347.709961
371.086017,190,347.979855
305.258014,165,348.213565
296.382018,154,348.431527
226.220116,111,348.589349
273.33204,134,348.778929
355.72536,191,349.050373
313.834592,149,351.212835
395.226739,236,351.54857
324.343068,177,351.799121
309.256512,152,352.014248
360.580822,183,352.27324
375.542198,212,352.575026
289.127747,172,352.818811
266.944541,136,353.012185
292.663949,132,353.199613
296.974451,157,353.422574
370.372772,209,353.719985
299.375037,138,353.916056
346.894912,185,356.107041
381.69259,207,356.399072
283.896766,143,356.601588
304.56161,170,356.841619
315.60089,170,357.08224
362.498517,216,357.388598
308.606528,156,357.610027
336.2031,180,357.865496
364.232197,188,358.133826
301.151471,157,358.357022
279.070059,142,358.559046
291.092443,150,358.77354
301.049525,164,361.011106
318.880571,184,361.271065
321.509817,150,361.487018
351.746843,194,361.76424
391.020911,228,362.088642
269.039889,132,362.275465
292.38983,135,362.46757
390.113853,228,362.791542
273.633473,134,362.981524
425.464269,245,363.330632
295.678971,157,363.553285
361.033791,170,363.795301
322.020023,175,365.949363
297.807155,144,366.153519
258.483286,138,366.349559
332.37156,158,366.573426
307.474795,148,366.783275
450.982667,257,367.148577
283.418058,165,367.382588
320.706252,162,367.611911
290.059957,139,367.809876
339.100868,170,368.052057
392.529213,240,368.393524
316.585849,154,368.612046
490.633767,298,370.96508
293.78256,153,371.181345
311.946309,153,371.397319
330.911123,170,371.638361
335.112597,162,371.871558
360.093831,197,372.150826
366.681403,181,372.406341
306.146782,148,372.616365
346.360747,198,372.898238
370.756998,192,373.170328
303.579788,135,373.361429
365.66383,189,375.557936
305.674004,142,375.759119
361.803884,181,376.015149
326.080357,171,376.257605
288.917214,152,376.472649
326.470258,166,376.708208
355.583046,202,376.994141
316.47981,151,377.209326
407.251969,205,377.500032
388.622661,191,377.770663
280.586054,157,377.993267
349.727756,162,378.222827
321.28782,159,380.352613
389.463563,198,380.633068
384.993234,186,380.896739
335.465274,149,381.107574
266.398925,136,381.301774
394.780975,219,381.612431
388.960418,218,381.921261
349.383158,169,382.165249
415.224466,205,382.456279
319.555329,159,382.681906
237.468226,110,382.839238
336.355357,168,383.077698
418.185543,191,385.362383
339.033675,166,385.597576
366.536898,185,385.860345
331.902802,159,386.085724
414.010554,220,386.398355
335.917718,158,386.622412
379.581124,183,386.881851
381.827961,225,387.201632
307.764003,145,387.406547
301.720689,148,387.617074
367.259365,209,387.914147
284.40679,149,390.274867
345.850225,170,390.515198
285.007512,153,390.73212
410.56906,232,391.061228
301.61064,141,391.260725
365.399535,192,391.53229
336.564418,169,391.772593
369.026861,161,392.001035
391.681403,179,392.255503
387.085636,211,392.559733
336.032347,161,392.788226
402.807169,189,393.057504
341.2833,162,395.236648
308.050218,140,395.434507
311.407827,136,395.626206
305.52731,156,395.84763
409.867511,198,396.128117
354.611476,163,396.358336
346.684635,161,396.587213
313.656994,150,396.799665
314.017663,150,397.012432
381.920022,205,397.303001
317.951529,150,397.515721
361.632706,179,397.769793
339.600679,175,400.293774
280.575617,135,400.48522
340.840092,155,400.704515
355.847476,173,400.951005
332.185005,151,401.165299
357.335754,174,401.413377
349.23444,176,401.663595
436.186161,217,401.972572
360.600702,199,402.256741
401.541857,217,402.565905
371.558552,184,402.831952
354.936237,160,403.059204
346.628958,174,405.246516
335.371347,164,405.480151
350.882774,152,405.697085
236.158417,118,405.864937
408.518059,216,406.173119
323.442161,149,406.385134
341.673295,175,406.634333
313.385011,148,406.844822
313.126088,143,407.048132
374.036199,184,407.310312
458.975373,261,407.68275
421.609333,224,409.912482
387.438006,184,410.174506
327.742632,160,410.401675
207.379815,98,410.541159
343.246616,153,410.758045
311.14984,157,410.982205
329.723672,160,411.21016
342.478887,171,411.454479
345.999823,164,411.688591
366.107644,177,411.940988
306.334687,145,412.148265
402.171044,211,412.448772
392.992767,190,412.720368
338.530951,166,414.852313
335.574796,171,415.094511
315.57793,147,415.30323
406.202027,200,415.587059
392.787099,198,415.867799
318.198026,148,416.077681
338.067787,154,416.295783
281.928248,144,416.499615
340.402791,150,416.712991
374.004217,188,416.979683
348.90077,163,417.210126
357.057907,177,417.461983
342.520446,167,419.611097
360.605853,180,419.867149
364.620492,168,420.105799
340.071938,164,420.338749
336.216763,159,420.564817
417.04415,239,420.905979
443.737472,235,421.241475
359.952147,170,421.483416
333.908796,162,421.714454
522.394431,306,422.149552
361.112285,162,422.379896
295.291512,138,424.514035
335.514117,145,424.718499
410.473612,185,424.980807
423.135859,209,425.277927
379.438957,173,425.523215
371.090649,184,425.784532
375.275672,187,426.050211
368.315252,170,426.29125
322.556685,145,426.496602
442.2055,218,426.806041
275.647328,116,426.970053
329.1543,148,427.180165
361.272004,160,429.312751
302.912396,139,429.508619
373.589912,172,429.751661
308.634848,144,429.955615
344.107377,165,430.190452
365.287068,167,430.428316
324.687681,142,430.629073
405.373171,196,430.906867
382.717696,184,431.168392
295.900462,151,431.382375
430.171199,215,431.688263
381.912899,201,431.973312
306.856694,132,434.123574
399.279911,205,434.414105
376.36215,174,434.661223
357.659928,163,434.892777
368.76509,164,435.126887
432.527309,249,435.478513
308.822103,143,435.680465
382.741843,191,435.950672
354.408114,160,436.177154
393.401582,194,436.451059
308.032358,153,436.666923
369.696331,174,436.914424
448.411564,244,439.253571
342.689257,173,439.498605
333.510906,153,439.716625
299.901997,137,439.910938
397.149919,161,440.139353
330.810527,149,440.350948
356.059605,178,440.604136
355.165148,159,440.82982
333.426716,165,441.064513
310.711846,149,441.276942
342.102313,155,441.497192
326.026152,150,441.711312
384.090478,188,443.878781
346.767632,180,444.140122
346.47997,152,444.356658
337.182651,156,444.578669
344.045223,159,444.804996
323.053907,145,445.011623
434.812645,211,445.312711
407.486573,201,445.599431
425.843374,213,445.902904
304.854519,149,446.115492
405.313471,179,446.37124
339.079792,154,446.590246
313.793092,150,448.69836
392.007294,181,448.956501
373.286067,171,449.200773
359.147476,181,449.458516
405.203192,198,449.740656
340.674118,182,450.000182
381.500626,179,450.256048
395.93532,172,450.501595
378.836698,168,450.741849
383.860662,194,451.018462
451.679275,223,451.336976
398.511247,201,453.689787
236.823126,111,453.846756
370.874347,173,454.093232
341.335168,150,454.30973
376.281644,173,454.558793
440.453875,222,454.875196
325.022839,142,455.076925
317.930224,159,455.304433
426.69931,209,455.602675
330.756657,154,455.823161
319.649528,159,456.050419
355.185821,163,456.282598
293.38124,140,456.483449
348.144185,188,458.794595
382.967456,172,459.039768
338.516857,166,459.275851
376.829446,200,459.560707
255.734591,111,459.718884
393.547711,174,459.967325
376.180563,180,460.224191
302.926695,139,460.421394
387.453598,173,460.667721
371.326225,173,460.913682
333.984258,161,461.143517
358.997913,170,461.386468
376.253634,171,463.52985
350.355802,152,463.745934
402.860093,170,463.987273
465.494089,203,464.276617
376.333114,166,464.513096
368.332104,168,464.757159
375.167584,168,464.998134
344.323207,152,465.213603
440.134066,185,465.477194
558.114852,305,465.912793
413.753319,193,466.188269
358.813879,152,468.36405
377.638148,164,468.597394
377.98461,172,468.84297
337.317488,153,469.060507
394.754259,185,469.324634
430.566509,198,469.607509
335.562245,157,469.83086
472.467455,242,470.176494
329.457836,152,470.392735
438.202137,236,470.730375
313.859369,195,471.009513
397.006344,194,473.205302
420.288647,200,473.489756
445.128358,209,473.789266
364.744232,162,474.020711
334.433427,179,474.276998
397.027748,177,474.52913
404.038195,185,474.792536
401.21011,177,475.051395
453.430632,207,475.347281
394.11012,206,475.641618
271.628919,127,475.822868
334.072046,157,478.163275
396.602669,165,478.398079
448.075083,250,478.753868
360.932338,168,478.992969
362.492867,169,479.234816
361.471733,155,479.455548
379.010389,173,479.702285
336.372152,156,479.924573
437.059609,201,480.215513
407.912563,163,480.448208
374.50272,168,480.687561
374.098654,158,480.913551
384.717362,178,483.081937
384.326534,178,483.334888
312.406962,140,483.534144
411.878544,186,483.799689
399.581386,182,484.059607
279.534722,138,484.256396
406.006939,201,484.541445
357.717228,186,484.806571
370.658663,182,485.065624
408.769061,184,485.334328
359.825376,160,485.562696
382.601852,170,485.804673
335.657206,159,487.928707
434.331674,182,488.187662
396.18591,179,488.440536
377.36811,166,488.676263
410.30898,169,488.917482
390.308618,170,489.158813
382.849873,168,489.398232
374.794165,176,489.648264
374.609115,162,489.879862
360.222493,178,490.134332
415.583178,197,490.41547
334.589911,157,490.639805
376.669601,156,492.772231
